label,Company,Seller,Order date,Delivery number,Delivery date,Wood species,Assortment,Length,Width,Thickness,Timber square meter,Timber volume,Quality class,Moisture content,Specific characteristics,Import,National trade,Certification
F1L1784B1,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,8,,No,Yes,no
F1L1784B2,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,8,,No,Yes,no
F1L1784B3,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,8,,No,Yes,no
F1L579B1,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,34,12,5,1,36,0,17,1,8,,No,Yes,no
F1L579B2,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,34,12,5,1,36,0,17,1,8,,No,Yes,no
F1L711B1,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,40,10,5,1,6,0,168,2,8,,No,Yes,no
F1L711B2,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,40,10,5,1,6,0,168,2,8,,No,Yes,no
F1L711B3,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,40,10,5,1,6,0,168,2,7,,No,Yes,no
F1L711B4,Joinery B,Sawmill,5/1/24 0:00,73580,5/6/24 0:00,larch,Sawn Board,400,40,10,5,1,6,0,168,2,6,,No,Yes,no
F1L579B3,Joinery B,Sawmill,6/1/24 0:00,65020,6/4/24 0:00,larch,Sawn Board,400,34,12,5,1,36,0,17,1,8,,No,Yes,no
F1L761B1,Joinery B,Sawmill,6/1/24 0:00,65020,6/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,8,,No,Yes,no
F1L761B2,Joinery B,Sawmill,6/1/24 0:00,65020,6/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,6,,No,Yes,no
F1L761B3,Joinery B,Sawmill,6/1/24 0:00,65020,6/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,8,,No,Yes,no
F1L1704B1,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,31,12,5,1,24,0,155,1,9,,No,Yes,no
F1L1704B2,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,31,12,5,1,24,0,155,1,7,,No,Yes,no
F1L384B1,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,2,9,,No,Yes,no
F1L384B2,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,2,6,,No,Yes,no
F1L384B3,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,2,8,,No,Yes,no
F1L205B1,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,9,,No,Yes,no
F1L205B2,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,7,,No,Yes,no
F1L205B3,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,8,,No,Yes,no
F1L307B1,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,8,,No,Yes,no
F1L307B2,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,7,,No,Yes,no
F1L307B3,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,8,,No,Yes,no
F1L684B1,Joinery B,Sawmill,7/1/24 0:00,13490,7/4/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,8,,No,Yes,no
F1L604B1,Joinery B,Sawmill,8/1/24 0:00,59350,8/5/24 0:00,larch,Sawn Board,400,30,12,5,1,2,0,15,2,6,,No,Yes,no
F1L684B2,Joinery B,Sawmill,8/1/24 0:00,59350,8/5/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,8,,No,Yes,no
F1L684B3,Joinery B,Sawmill,8/1/24 0:00,59350,8/5/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,7,,No,Yes,no
F1L1182B1,Joinery B,Sawmill,8/1/24 0:00,59350,8/5/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,7,,No,Yes,no
F1L604B2,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,30,12,5,1,2,0,15,2,8,,No,Yes,no
F1L1182B2,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,8,,No,Yes,no
F1L1182B3,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,37,10,5,1,48,0,1554,2,6,,No,Yes,no
F1L1407B1,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,9,,No,Yes,no
F1L1407B2,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,7,,No,Yes,no
F1L1407B3,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,30,10,5,1,2,0,126,1,6,,No,Yes,no
F1L1393B1,Joinery B,Sawmill,9/1/24 0:00,46660,9/4/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,7,,No,Yes,no
F1L760B1,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,29,12,5,1,16,0,145,2,8,,No,Yes,no
F1L760B2,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,29,12,5,1,16,0,145,2,8,,No,Yes,no
F1L1393B2,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,8,,No,Yes,no
F1L1393B3,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,28,10,5,1,12,0,1176,2,8,,No,Yes,no
F1L1271B1,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,1,8,,No,Yes,no
F1L1271B2,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,1,7,,No,Yes,no
F1L1271B3,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,1,8,,No,Yes,no
F1L1639B1,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,9,,No,Yes,no
F1L1639B2,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,8,,No,Yes,no
F1L1639B3,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,9,,No,Yes,no
F1L201B1,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,35,10,5,1,4,0,147,2,7,,No,Yes,no
F1L201B2,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,35,10,5,1,4,0,147,2,7,,No,Yes,no
F1L201B3,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,35,10,5,1,4,0,147,2,8,,No,Yes,no
F1L715B1,Joinery B,Sawmill,10/1/24 0:00,87520,10/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,6,,No,Yes,no
F1L612B1,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,30,12,5,1,2,0,15,2,8,,No,Yes,no
F1L612B2,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,30,12,5,1,2,0,15,2,8,,No,Yes,no
F1L1494B1,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,34,12,5,1,36,0,17,2,7,,No,Yes,no
F1L715B2,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,9,,No,Yes,no
F1L715B3,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,33,10,5,1,32,0,1386,2,8,,No,Yes,no
F1L910B1,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,2,8,,No,Yes,no
F1L910B2,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,2,8,,No,Yes,no
F1L910B3,Joinery B,Sawmill,11/1/24 0:00,58380,11/4/24 0:00,larch,Sawn Board,400,34,10,5,1,36,0,1428,2,7,,No,Yes,no
